Cell	nCount_Spatial	nFeature_Spatial	percent.mito	seurat_clusters	celltype	Cluster
70437463667000	8090	2428	6.823239	1	VZ+IZ	1
70437463668500	7516	2496	7.064928	0	VZ+IZ	0
70866960395400	8642	2618	8.273548	0	VZ+IZ	0
70866960395500	9069	2757	6.593891	0	VZ+IZ	0
70866960396100	8838	2703	7.705363	0	VZ+IZ	0
70866960396800	7361	2373	6.289906	6	Vessels	6
70007966936500	8345	2544	7.142001	1	VZ+IZ	1
69578470209000	7335	2396	7.211997	0	VZ+IZ	0
70007966935500	9194	2493	9.005873	6	Vessels	6
70007966936200	8920	2774	6.737668	1	VZ+IZ	1
70866960398100	7836	2438	7.069934	6	Vessels	6
70007966937500	7661	2368	6.983423	5	VZ+IZ	5
70007966938000	7644	2397	7.286761	6	Vessels	6
70007966938500	8058	2546	6.738645	0	VZ+IZ	0
70007966938600	7930	2514	6.002522	0	VZ+IZ	0
70007966940300	4834	1724	10.405461	3	iEGL	3
71725953856800	7739	2601	6.215273	0	VZ+IZ	0
72155450581400	1535	650	9.446254	8	Epithelia	8
72155450584600	8951	2790	6.647302	0	VZ+IZ	0
72584947310800	2752	1014	6.104651	8	Epithelia	8
72584947310900	4266	1485	9.540553	4	Chroid plexus	4
71725953856500	8624	2755	6.076067	0	VZ+IZ	0
72584947313500	9489	2763	8.040889	0	VZ+IZ	0
72584947314100	9930	3011	5.971803	0	VZ+IZ	0
72584947314500	8683	2690	6.737303	0	VZ+IZ	0
71296457122000	3497	1148	5.233057	8	Epithelia	8
71296457124300	8793	2582	8.73422	0	VZ+IZ	0
71296457124800	9710	2911	6.251287	5	VZ+IZ	5
71296457124900	8154	2598	8.143243	5	VZ+IZ	5
71296457125600	8990	2792	6.273637	0	VZ+IZ	0
71725953851700	7124	1983	6.316676	4	Chroid plexus	4
69578470208300	8606	2590	7.55287	1	VZ+IZ	1
71725953854300	10219	2950	6.145415	0	VZ+IZ	0
71725953854800	9160	2713	6.768559	1	VZ+IZ	1
71725953854900	9812	2847	5.84998	5	VZ+IZ	5
71725953855200	9206	2830	6.626113	0	VZ+IZ	0
71725953855900	8011	2582	6.753214	1	VZ+IZ	1
59270548695700	10271	2781	5.744329	9	oEGL	9
58841051967100	8793	2496	8.700102	5	VZ+IZ	5
58841051967600	8387	2471	9.395493	5	VZ+IZ	5
58841051968600	8652	2645	7.639852	0	VZ+IZ	0
58841051968700	9115	2654	7.888097	0	VZ+IZ	0
58841051968900	8222	2550	8.282656	0	VZ+IZ	0
58841051970600	6580	2041	9.680851	1	VZ+IZ	1
59270548695900	16422	3650	7.727439	2	oEGL	2
59270548696000	13015	3036	8.113715	2	oEGL	2
59270548697500	8737	2581	7.290832	0	VZ+IZ	0
59270548698500	8123	2487	8.17432	0	VZ+IZ	0
59270548699700	7659	2379	6.802455	1	VZ+IZ	1
59270548700200	6766	2177	10.582323	0	VZ+IZ	0
59270548700700	14764	3535	5.465998	2	oEGL	2
57982058510100	8623	2629	7.01612	0	VZ+IZ	0
57552561781200	8009	2484	7.791235	0	VZ+IZ	0
57982058507100	7897	2093	6.42016	4	Chroid plexus	4
57982058509700	8393	2534	7.637317	1	VZ+IZ	1
57982058509900	8172	2491	7.427802	5	VZ+IZ	5
57982058510300	9491	2778	6.848593	0	VZ+IZ	0
57982058511000	7196	2247	10.964425	1	VZ+IZ	1
58411555236900	12280	3274	6.921824	2	oEGL	2
58411555237400	8874	2519	8.282623	3	iEGL	3
58411555238300	9199	2770	7.359496	0	VZ+IZ	0
58411555238500	8935	2672	8.136542	1	VZ+IZ	1
58411555240100	8780	2731	6.389522	0	VZ+IZ	0
58411555240600	7855	2350	8.37683	1	VZ+IZ	1
58411555241200	6110	1953	11.603928	3	iEGL	3
58411555241500	12624	3107	5.473701	2	oEGL	2
60559038885700	9185	2674	7.414262	1	VZ+IZ	1
60559038886400	7780	2381	8.496144	1	VZ+IZ	1
60559038888300	7869	2470	6.913204	0	VZ+IZ	0
60988535613800	14922	3406	8.644954	2	oEGL	2
60988535614900	8241	2393	8.930955	1	VZ+IZ	1
60988535615100	8532	2650	7.770745	0	VZ+IZ	0
60988535615200	8913	2662	7.629306	0	VZ+IZ	0
60988535618100	8022	2588	6.681626	5	VZ+IZ	5
60988535618200	8047	2705	5.815832	0	VZ+IZ	0
60988535619100	9092	2461	9.689837	2	oEGL	2
60988535619300	5472	1778	10.562865	2	oEGL	2
61418032342800	7108	2045	6.302757	4	Chroid plexus	4
61418032343200	13820	3514	6.736614	2	oEGL	2
60129542157500	8914	2701	7.190936	1	VZ+IZ	1
59700045429900	7538	2351	9.127089	0	VZ+IZ	0
60129542159600	6964	2192	10.827111	1	VZ+IZ	1
60129542160100	5156	1755	8.979829	7	RL	7
60559038883300	4155	1513	7.870036	4	Chroid plexus	4
60559038884000	7406	2151	5.860113	9	oEGL	9
60559038884200	13920	3241	7.20546	2	oEGL	2
60559038884300	17019	3783	7.36236	2	oEGL	2
60559038884600	9103	2474	8.678458	3	iEGL	3
60559038885300	8496	2524	9.239642	1	VZ+IZ	1
54116587944400	6125	1829	10.02449	3	iEGL	3
53257594485200	6581	1867	12.794408	3	iEGL	3
53687091212400	9428	2566	4.953331	2	oEGL	2
53687091214400	7703	2052	10.800987	2	oEGL	2
53687091215400	16647	3843	5.454436	2	oEGL	2
54116587942000	10048	2677	6.478901	2	oEGL	2
53257594484500	9007	2283	9.348285	3	iEGL	3
54116587944500	5063	1583	12.403713	3	iEGL	3
54116587944600	6194	1908	11.462706	3	iEGL	3
54546084671400	5545	1755	6.203787	3	iEGL	3
54546084672300	13458	3131	10.20211	2	oEGL	2
54546084673100	8645	2341	10.537883	3	iEGL	3
51969104296400	16684	3829	6.742987	2	oEGL	2
50680614107000	3560	1185	9.353933	3	iEGL	3
51110110836000	5417	1698	6.294997	3	iEGL	3
51539607566300	14788	3527	6.755477	2	oEGL	2
51969104295200	7767	2170	7.312991	2	oEGL	2
51969104295900	8257	2271	8.913649	3	iEGL	3
54975581401700	9078	2368	9.759859	3	iEGL	3
51969104296600	14296	3286	6.491326	2	oEGL	2
52398601024100	2344	825	6.783276	3	iEGL	3
52828097754000	5469	1664	5.522033	3	iEGL	3
53257594483400	15567	3648	5.267553	2	oEGL	2
56264071593200	12028	3014	8.247423	2	oEGL	2
56693568318600	10035	2665	6.606876	4	Chroid plexus	4
56693568318800	7322	2076	5.585905	9	oEGL	9
56693568319600	8717	2495	9.223357	1	VZ+IZ	1
56693568321700	7788	2236	9.874165	1	VZ+IZ	1
56693568322200	6496	1952	9.806034	3	iEGL	3
57123065047800	5346	1742	4.863449	4	Chroid plexus	4
56264071592700	6267	1891	10.978139	3	iEGL	3
57123065049600	7697	2250	10.978303	1	VZ+IZ	1
57123065049800	8707	2556	9.773745	1	VZ+IZ	1
57123065051200	8703	2657	7.284844	0	VZ+IZ	0
57552561778400	9043	2547	7.674444	1	VZ+IZ	1
54975581402900	8261	2245	10.725094	3	iEGL	3
54975581403900	6598	1974	10.412246	3	iEGL	3
55405078131400	9836	2646	8.621391	1	VZ+IZ	1
55405078133100	6454	1854	11.977068	3	iEGL	3
55405078133700	6650	1974	9.984962	3	iEGL	3
61418032344200	8803	2571	7.656481	6	Vessels	6
55834574860500	11019	2818	8.294764	3	iEGL	3
55834574861700	9545	2831	8.339445	5	VZ+IZ	5
55834574862100	8015	2359	9.893949	1	VZ+IZ	1
55834574863100	6187	1916	9.859383	3	iEGL	3
55834574863300	6549	1918	11.116201	3	iEGL	3
56264071590000	8919	2518	8.285682	3	iEGL	3
65712999644300	7600	2380	10.039474	1	VZ+IZ	1
65712999640800	8270	2515	6.928658	0	VZ+IZ	0
65712999641200	8365	2513	8.093246	0	VZ+IZ	0
65712999642200	7272	2292	7.136964	1	VZ+IZ	1
65712999643200	6927	2242	8.11318	0	VZ+IZ	0
65712999643900	8783	2768	6.250712	0	VZ+IZ	0
65712999639000	11648	3003	7.889766	2	oEGL	2
65712999644700	12363	3098	8.46073	2	oEGL	2
66142496368200	7292	2286	7.30938	4	Chroid plexus	4
66142496368600	9743	2585	7.205173	3	iEGL	3
66142496370200	7984	2477	7.740481	1	VZ+IZ	1
66142496372700	7965	2487	7.708726	0	VZ+IZ	0
66142496373100	7227	2357	7.762557	6	Vessels	6
64854006182500	8268	2533	6.035317	0	VZ+IZ	0
64854006183400	7771	2414	6.961781	1	VZ+IZ	1
64854006184600	7904	2533	7.667004	1	VZ+IZ	1
64854006184700	7826	2637	6.414516	0	VZ+IZ	0
66142496373800	7510	2461	8.894807	0	VZ+IZ	0
65283502909600	9633	2798	6.405066	1	VZ+IZ	1
65283502910500	8032	2467	8.827191	3	iEGL	3
65283502910600	9118	2666	8.313227	0	VZ+IZ	0
65283502911300	8597	2606	6.955915	0	VZ+IZ	0
65283502911600	8723	2606	7.485957	0	VZ+IZ	0
67430986559600	8167	2429	6.918085	1	VZ+IZ	1
67001489833400	13879	3170	5.872181	2	oEGL	2
67430986557200	15282	3452	5.915456	2	oEGL	2
67430986557500	7959	2225	12.225154	6	Vessels	6
67430986557600	8122	2396	10.637774	1	VZ+IZ	1
67430986558600	8447	2602	6.499349	1	VZ+IZ	1
67430986562800	7950	2505	8.037736	5	VZ+IZ	5
67860483286800	16729	3599	6.282503	2	oEGL	2
67860483287900	8874	2712	6.806401	0	VZ+IZ	0
66571993102000	8245	2595	6.306853	0	VZ+IZ	0
66142496374300	10587	2791	8.094833	2	oEGL	2
66571993099900	8281	2578	6.013766	1	VZ+IZ	1
66571993101300	7477	2330	7.034907	0	VZ+IZ	0
66571993101500	8021	2515	6.420646	1	VZ+IZ	1
66571993103600	7841	2482	8.710624	1	VZ+IZ	1
67001489826700	3855	1340	7.70428	4	Chroid plexus	4
67001489827800	10230	2719	8.680352	3	iEGL	3
67001489828600	8488	2562	7.434025	1	VZ+IZ	1
61847529077100	8424	2635	7.086895	5	VZ+IZ	5
61847529077700	8516	2721	6.564115	0	VZ+IZ	0
62277025802500	10677	2510	9.300365	3	iEGL	3
62277025805600	7868	2430	7.079309	0	VZ+IZ	0
62277025805700	8346	2505	6.925473	1	VZ+IZ	1
62277025807000	8682	2688	7.360055	0	VZ+IZ	0
62277025808000	14053	3407	7.443251	2	oEGL	2
62706522532700	8932	2670	8.161666	0	VZ+IZ	0
62706522532900	8955	2654	7.738693	0	VZ+IZ	0
62706522533800	8976	2642	7.230392	1	VZ+IZ	1
62706522534000	9063	2607	7.988525	1	VZ+IZ	1
62706522535200	7719	2433	6.969815	5	VZ+IZ	5
62706522536300	7460	2476	6.675603	0	VZ+IZ	0
61418032344500	8424	2551	7.977208	0	VZ+IZ	0
61418032344700	9192	2613	8.355091	1	VZ+IZ	1
61418032345400	9878	2804	7.177566	6	Vessels	6
61418032345700	8380	2531	7.076372	0	VZ+IZ	0
61418032346500	7809	2363	8.438981	1	VZ+IZ	1
61418032347000	8463	2629	7.893182	1	VZ+IZ	1
61418032347600	8712	2701	6.806703	0	VZ+IZ	0
62706522536500	8163	2589	7.129732	1	VZ+IZ	1
61418032349200	13005	3380	5.667051	7	RL	7
61847529072900	12943	3083	8.954647	2	oEGL	2
61847529074800	8585	2597	7.152009	6	Vessels	6
61847529076100	7708	2471	6.603529	1	VZ+IZ	1
61847529076700	7656	2447	7.445141	0	VZ+IZ	0
63995012720800	9656	2632	8.088235	3	iEGL	3
63995012721200	8836	2602	7.69579	0	VZ+IZ	0
63995012722000	8028	2442	7.884903	1	VZ+IZ	1
63995012725400	7758	2458	8.752256	0	VZ+IZ	0
64424509450600	9021	2670	7.471455	5	VZ+IZ	5
64424509452200	8541	2562	6.123405	1	VZ+IZ	1
64424509454200	6991	2262	7.481047	0	VZ+IZ	0
63136019266400	8804	2803	6.315311	0	VZ+IZ	0
62706522536600	7646	2445	8.017264	0	VZ+IZ	0
63136019262600	9232	2719	8.762998	0	VZ+IZ	0
63136019264400	7726	2393	7.804815	0	VZ+IZ	0
63136019266200	7536	2478	6.196921	0	VZ+IZ	0
67860483288000	8913	2786	6.888814	0	VZ+IZ	0
63565515994200	7792	2424	8.457392	1	VZ+IZ	1
63565515996400	8207	2603	7.761667	0	VZ+IZ	0
57552561782200	16736	3861	5.532983	2	oEGL	2
75591424422300	11528	2773	9.672103	2	oEGL	2
68719476746400	8719	2557	8.968918	1	VZ+IZ	1
66571993096900	3135	1229	5.901116	8	Epithelia	8
57552561780400	8818	2606	7.042413	1	VZ+IZ	1
69578470209800	7601	2578	7.564794	1	VZ+IZ	1
69578470211000	12259	3287	5.424586	7	RL	7
70007966937700	8537	2555	5.646011	6	Vessels	6
71725953856900	8311	2676	5.67922	0	VZ+IZ	0
72155450585400	7870	2507	7.890724	5	VZ+IZ	5
67430986559300	8231	2528	6.657757	0	VZ+IZ	0
76450417880100	14978	3754	4.50661	9	oEGL	9
76450417881600	8055	2515	6.72874	9	oEGL	9
63136019263300	8815	2626	6.795235	1	VZ+IZ	1
51969104296000	7022	2000	10.111079	3	iEGL	3
60129542160300	10526	2964	4.892647	7	RL	7
63565515995200	6967	2267	8.095306	1	VZ+IZ	1
67860483287400	7595	2254	11.9684	1	VZ+IZ	1
55834574863500	8398	2348	9.359371	2	oEGL	2
53257594485100	7237	2123	12.201188	3	iEGL	3
68289980021400	8040	2601	9.004975	0	VZ+IZ	0
76450417880200	15679	4044	5.191658	2	oEGL	2
65283502915300	9461	2769	6.701194	7	RL	7
74302934231100	21650	4408	5.944573	2	oEGL	2
53257594483600	12920	3327	4.582043	2	oEGL	2
51539607566700	17980	3812	5.978865	2	oEGL	2
56264071593300	17356	3804	5.410233	2	oEGL	2
63136019262500	8706	2618	7.580979	5	VZ+IZ	5
54546084672200	14469	3276	9.254268	2	oEGL	2
63136019267600	15427	3786	4.38841	7	RL	7
51110110836600	14847	3400	6.755574	2	oEGL	2
59270548695500	10149	2741	6.493251	4	Chroid plexus	4
75161927691800	11810	3328	4.386113	0	VZ+IZ	0
60129542157900	8643	2635	6.606502	0	VZ+IZ	0
70866960395600	8890	2727	6.996625	0	VZ+IZ	0
70007966937000	7936	2442	6.892641	0	VZ+IZ	0
54975581402700	8613	2296	10.008127	3	iEGL	3
51539607566200	15571	3526	7.160748	2	oEGL	2
75591424421200	9879	2609	9.78844	3	iEGL	3
50680614106800	10374	2668	6.786196	2	oEGL	2
53687091213600	15743	3555	8.022613	2	oEGL	2
67860483292500	13663	3317	7.611798	2	oEGL	2
58841051971000	11029	2880	8.160305	2	oEGL	2
75591424420600	16028	3909	5.858498	2	oEGL	2
57552561778000	11470	2880	8.744551	3	iEGL	3
65283502914600	7696	2480	8.900728	0	VZ+IZ	0
74732430960900	12656	3251	6.826802	3	iEGL	3
63136019267000	7127	2174	10.579486	1	VZ+IZ	1
72155450587500	9688	2794	8.526012	2	oEGL	2
57123065052600	15422	3588	5.051226	2	oEGL	2
70007966937400	8162	2475	7.510414	5	VZ+IZ	5
71296457123500	17645	3869	5.718334	9	oEGL	9
70437463666800	8054	2509	6.965483	0	VZ+IZ	0
64854006179800	15711	3351	8.459041	2	oEGL	2
61847529075100	8469	2564	7.332625	5	VZ+IZ	5
63995012720300	7363	2388	6.69564	4	Chroid plexus	4
69578470210600	14138	3375	6.768991	2	oEGL	2
69148973476500	8848	2626	7.481917	0	VZ+IZ	0
60559038886200	9236	2714	7.416631	0	VZ+IZ	0
60559038887700	8029	2573	7.510275	0	VZ+IZ	0
67001489833600	11154	3015	6.284741	7	RL	7
66142496374600	11196	3053	6.350482	7	RL	7
74732430964200	12812	3252	7.688105	2	oEGL	2
52398601026000	9644	2628	9.477395	2	oEGL	2
76879914610500	13767	3548	6.944142	2	oEGL	2
51110110836900	16826	3679	6.044217	2	oEGL	2
54546084671800	14573	3528	8.495162	2	oEGL	2
74302934233700	7847	2502	7.302154	6	Vessels	6
76450417881200	12041	3385	7.316668	2	oEGL	2
60129542155300	8863	2678	7.525669	1	VZ+IZ	1
54116587942500	13843	3390	7.194972	2	oEGL	2
76020921150600	13067	3337	6.504936	2	oEGL	2
60129542156100	9369	2716	6.542854	1	VZ+IZ	1
76020921151500	9639	2625	9.399315	3	iEGL	3
59700045426400	8077	2469	9.099913	0	VZ+IZ	0
69578470208200	7727	2445	6.664941	6	Vessels	6
69578470205500	9591	2631	8.653946	6	Vessels	6
69148973481300	8416	2516	6.737167	7	RL	7
59270548700800	7196	2077	7.851584	3	iEGL	3
69148973480400	8131	2664	7.194687	0	VZ+IZ	0
68289980022000	12377	3094	7.093803	2	oEGL	2
64854006185900	12063	3257	5.885766	7	RL	7
65283502910300	8023	2407	10.021189	3	iEGL	3
53257594484000	12333	3015	8.659694	2	oEGL	2
61418032343300	14698	3520	8.04191	2	oEGL	2
66571993100000	8342	2460	8.343323	1	VZ+IZ	1
66571993103800	14507	3250	6.486524	2	oEGL	2
65712999643000	7396	2317	7.977285	0	VZ+IZ	0
61418032348100	8982	2903	5.700289	1	VZ+IZ	1
66142496370600	7402	2363	6.538773	0	VZ+IZ	0
67001489828500	9104	2684	7.743849	1	VZ+IZ	1
67430986562000	8702	2672	6.780051	0	VZ+IZ	0
53687091213100	9999	2792	6.680668	2	oEGL	2
60988535613700	14005	3430	7.018922	2	oEGL	2
52398601026100	11273	2874	9.234454	2	oEGL	2
53257594485400	6720	1985	10.744048	3	iEGL	3
60988535617600	7967	2468	6.614786	0	VZ+IZ	0
76450417880500	17204	3792	8.585213	2	oEGL	2
53257594484300	12613	3033	7.769761	2	oEGL	2
57552561781100	8777	2607	7.622194	0	VZ+IZ	0
57123065052400	5808	1668	12.844353	3	iEGL	3
72155450583800	9369	2775	7.279325	1	VZ+IZ	1
63565515997100	13643	3622	5.050209	7	RL	7
71296457128700	12255	3149	6.29947	2	oEGL	2
57982058507900	9810	2708	7.217125	6	Vessels	6
54975581404200	8699	2326	10.874813	2	oEGL	2
51110110835800	4059	1274	5.641784	3	iEGL	3
56693568319200	10513	2567	9.550081	2	oEGL	2
70437463666200	8521	2617	6.172984	6	Vessels	6
70437463665500	9512	2790	6.738856	0	VZ+IZ	0
54975581400800	4388	1359	7.360985	3	iEGL	3
70007966935000	9082	2435	9.865668	3	iEGL	3
62277025808300	12524	3334	5.597253	7	RL	7
75591424422200	9582	2659	8.766437	3	iEGL	3
58411555237000	15443	3506	9.078547	2	oEGL	2
54975581401200	12622	3320	7.185866	2	oEGL	2
62706522533500	8799	2591	8.569156	5	VZ+IZ	5
70437463669400	7301	2297	8.711135	3	iEGL	3
63995012724800	7757	2422	6.690731	1	VZ+IZ	1
65283502914500	8708	2840	6.798346	0	VZ+IZ	0
76879914611400	6354	2033	8.152345	4	Chroid plexus	4
65712999642000	7805	2442	6.611147	5	VZ+IZ	5
64424509455400	7993	2646	7.293882	0	VZ+IZ	0
77309411340500	5951	1739	6.990422	4	Chroid plexus	4
65283502912100	9138	2786	5.701466	0	VZ+IZ	0
78168404798400	1879	834	5.694518	8	Epithelia	8
77309411340200	8496	2474	5.967514	9	oEGL	9
74732430962200	10262	2958	6.73358	5	VZ+IZ	5
71725953853600	8064	2335	12.02877	3	iEGL	3
71296457127100	7768	2472	6.436663	6	Vessels	6
70866960398500	7913	2618	7.013775	1	VZ+IZ	1
70866960397500	8094	2503	6.758092	6	Vessels	6
70866960396600	8704	2672	5.974265	6	Vessels	6
72155450585600	8136	2602	6.944444	0	VZ+IZ	0
70437463666300	8011	2475	7.289976	1	VZ+IZ	1
75161927692200	11683	3350	4.741933	0	VZ+IZ	0
75161927692600	9205	2761	7.224335	6	Vessels	6
73014444043400	9745	2925	7.757825	0	VZ+IZ	0
73873437499700	2566	967	10.833983	8	Epithelia	8
73443940774900	7069	2302	9.322394	1	VZ+IZ	1
73014444044700	8995	2800	6.414675	0	VZ+IZ	0
75591424420100	20838	4229	5.93627	2	oEGL	2
72584947317100	13488	3284	6.28707	2	oEGL	2
72155450587700	7917	2190	6.454465	2	oEGL	2
76020921152600	7928	2419	6.395055	4	Chroid plexus	4
76450417881000	13705	3289	9.689894	2	oEGL	2
66142496374800	7369	2480	5.387434	7	RL	7
66142496369800	8101	2538	7.369461	0	VZ+IZ	0
75591424422400	10478	2647	10.269135	2	oEGL	2
69148973477700	7966	2451	7.444138	1	VZ+IZ	1
69148973476700	8674	2690	7.689647	0	VZ+IZ	0
69148973475900	8757	2519	8.781546	1	VZ+IZ	1
65712999645100	14166	3482	4.962586	7	RL	7
67860483291500	8611	2746	6.282662	1	VZ+IZ	1
59700045424300	4082	1552	5.022048	4	Chroid plexus	4
54975581404000	5929	1771	10.996795	3	iEGL	3
54116587941900	5170	1525	6.22824	3	iEGL	3
56693568322800	7385	2113	10.304672	3	iEGL	3
55405078130800	15648	3514	6.812372	2	oEGL	2
55405078131000	9525	2485	8.944882	3	iEGL	3
53687091213400	12097	3122	6.869472	2	oEGL	2
62277025804900	8838	2662	7.173569	0	VZ+IZ	0
53257594485000	7915	2270	9.95578	3	iEGL	3
53257594484900	7059	2080	10.539737	3	iEGL	3
53257594484200	16502	3638	7.586959	2	oEGL	2
62277025806400	8280	2571	6.932367	0	VZ+IZ	0
59700045430400	8797	2347	8.093668	2	oEGL	2
61418032346600	7564	2296	8.553675	1	VZ+IZ	1
57123065050200	8504	2429	9.642521	0	VZ+IZ	0
61418032348700	9053	2425	10.305976	3	iEGL	3
57123065052500	11398	3031	6.799438	2	oEGL	2
59700045428900	7869	2475	7.26903	1	VZ+IZ	1
54546084671600	10224	2928	5.731612	2	oEGL	2
59700045427900	8775	2556	7.88604	1	VZ+IZ	1
61418032345000	8587	2610	8.489577	0	VZ+IZ	0
61847529075300	8352	2531	8.153736	1	VZ+IZ	1
62706522534900	8738	2715	7.049668	0	VZ+IZ	0
57982058508500	8454	2489	9.190916	6	Vessels	6
52398601024600	10761	2903	6.495679	2	oEGL	2
55834574860300	10183	2667	9.466758	3	iEGL	3
58841051968100	9691	2768	8.750387	1	VZ+IZ	1
56693568318700	7147	1933	6.450259	4	Chroid plexus	4
51539607565600	4418	1342	7.514713	3	iEGL	3
63136019264100	8060	2449	7.890819	1	VZ+IZ	1
60129542159900	13819	3325	6.027933	2	oEGL	2
60559038888000	7932	2511	7.980333	0	VZ+IZ	0
58411555236800	10294	2762	6.36293	2	oEGL	2
55405078132900	7268	2145	10.498074	3	iEGL	3
59270548696200	10097	2548	9.111617	3	iEGL	3
73014444042300	8855	2405	9.689441	3	iEGL	3
57123065048700	9982	2667	9.356842	3	iEGL	3
57552561778800	9007	2633	7.283224	0	VZ+IZ	0
56264071591500	8287	2474	8.338361	5	VZ+IZ	5
73014444044200	9447	2871	6.023076	0	VZ+IZ	0
56693568321300	8226	2428	8.509604	0	VZ+IZ	0
56693568322600	5513	1681	14.220932	3	iEGL	3
72584947317000	10061	2852	8.219859	2	oEGL	2
56693568320300	9070	2593	9.536935	0	VZ+IZ	0
56693568321600	7873	2434	8.116347	1	VZ+IZ	1
57123065048300	8845	2432	6.014698	2	oEGL	2
56693568319800	9991	2865	6.545891	5	VZ+IZ	5
57982058510000	9042	2769	8.206149	5	VZ+IZ	5
71296457124400	9281	2733	9.848077	0	VZ+IZ	0
71296457123900	9119	2719	8.465841	6	Vessels	6
70866960399700	12059	3459	3.789701	7	RL	7
57982058508800	8828	2578	9.005437	5	VZ+IZ	5
70866960396700	8520	2456	6.091549	6	Vessels	6
57982058511400	5342	1701	11.568701	1	VZ+IZ	1
70866960395900	9045	2664	5.859591	1	VZ+IZ	1
57982058511600	5745	1708	13.942559	3	iEGL	3
70866960394400	8576	2561	8.512127	1	VZ+IZ	1
71725953858200	11376	2957	7.023558	2	oEGL	2
72155450586100	8258	2603	6.635989	0	VZ+IZ	0
57552561777700	10499	2831	4.514716	9	oEGL	9
72155450582900	14479	3331	7.57649	2	oEGL	2
72155450582700	9379	2610	6.248001	9	oEGL	9
72155450581300	7599	2262	5.882353	4	Chroid plexus	4
72155450581200	5043	1793	6.523895	4	Chroid plexus	4
72584947312600	13105	3161	8.218237	2	oEGL	2
71725953851600	4422	1381	6.761646	8	Epithelia	8
57552561781500	5994	1798	11.378045	3	iEGL	3
76450417880600	16625	3790	6.887218	2	oEGL	2
52398601025800	7024	2000	10.29328	3	iEGL	3
52398601026400	8855	2290	6.019198	2	oEGL	2
53687091212900	12308	3147	8.279168	2	oEGL	2
53687091214500	7041	2073	10.609288	3	iEGL	3
76020921152200	12055	3336	6.652841	2	oEGL	2
53687091214600	6686	1990	10.245289	3	iEGL	3
76020921151700	15150	3408	8.976898	2	oEGL	2
76020921151600	13509	3247	8.039085	2	oEGL	2
76020921150500	18215	3992	5.57782	2	oEGL	2
51539607565900	13526	3208	9.027059	2	oEGL	2
78168404799800	5974	1966	5.105457	10	Chroid plexus	10
51110110836800	12503	3057	7.534192	2	oEGL	2
51539607566900	8158	2299	7.268938	2	oEGL	2
52398601024400	6785	1686	4.436256	3	iEGL	3
77309411339200	5660	1972	6.749117	4	Chroid plexus	4
76879914611900	6493	1952	5.452025	10	Chroid plexus	10
52398601024700	16030	3639	6.475359	2	oEGL	2
58841051969400	8792	2649	8.769336	0	VZ+IZ	0
74732430958300	1605	586	8.660436	8	Epithelia	8
74302934234700	7471	2186	11.645027	3	iEGL	3
55405078133500	5855	1772	9.923143	3	iEGL	3
74302934231800	8814	2534	9.564329	5	VZ+IZ	5
74302934231700	8805	2638	7.279955	1	VZ+IZ	1
55834574860100	13665	3397	8.240029	2	oEGL	2
73873437505100	7088	2341	8.422686	1	VZ+IZ	1
55834574862700	7674	2046	11.115455	3	iEGL	3
55834574863600	14995	3599	6.868956	2	oEGL	2
54546084673500	7691	2235	9.439605	3	iEGL	3
76020921147100	7765	2083	6.954282	4	Chroid plexus	4
76020921147000	7155	2040	7.449336	4	Chroid plexus	4
75591424423100	10628	2987	8.082424	9	oEGL	9
54116587943700	8753	2412	11.07049	3	iEGL	3
54546084670900	2132	815	6.425891	8	Epithelia	8
75591424421500	10016	2966	6.29992	3	iEGL	3
54546084672600	11791	2786	9.380036	3	iEGL	3
56264071589700	11930	2977	9.421626	2	oEGL	2
75161927693200	9103	2538	8.722399	2	oEGL	2
54975581401100	10848	2880	6.904499	2	oEGL	2
75161927690800	13652	3370	6.380018	2	oEGL	2
74732430964300	13389	3414	6.796624	2	oEGL	2
54975581403000	7515	2104	10.126414	3	iEGL	3
74732430963400	7312	2227	8.369803	6	Vessels	6
65283502914100	7252	2309	8.549366	0	VZ+IZ	0
61847529073600	8802	2546	7.452852	1	VZ+IZ	1
65712999641900	7931	2346	7.325684	1	VZ+IZ	1
65712999641700	8962	2631	6.427137	0	VZ+IZ	0
65712999640300	8844	2625	5.958842	1	VZ+IZ	1
65712999640000	8782	2656	6.82077	5	VZ+IZ	5
61847529075400	8005	2477	7.732667	1	VZ+IZ	1
62277025802800	9986	2770	7.500501	6	Vessels	6
65283502911100	8179	2449	6.590048	1	VZ+IZ	1
64854006185700	9246	2656	7.451871	7	RL	7
64854006185500	13509	3199	7.676364	2	oEGL	2
64854006184000	8219	2560	6.874316	5	VZ+IZ	5
61418032342400	7908	2188	6.487102	4	Chroid plexus	4
66571993100200	7508	2269	7.805008	0	VZ+IZ	0
61418032346400	8518	2656	6.351256	0	VZ+IZ	0
66142496373500	8245	2688	6.537295	0	VZ+IZ	0
61418032347700	8438	2721	5.652998	0	VZ+IZ	0
61418032348000	8536	2689	5.693533	0	VZ+IZ	0
66142496371100	7712	2305	7.261411	1	VZ+IZ	1
66142496371000	8247	2473	7.384503	1	VZ+IZ	1
66142496369300	9355	2762	6.039551	5	VZ+IZ	5
66142496367300	1636	736	5.745721	8	Epithelia	8
65712999645300	2003	894	7.139291	3	iEGL	3
61847529072300	6663	2191	8.25454	4	Chroid plexus	4
63995012723000	8255	2442	8.382798	0	VZ+IZ	0
