Cell	nCount_Spatial	nFeature_Spatial	percent.mito	seurat_clusters	celltype	Cluster
73443940773000	10094	3060	6.419655	0	VZ+IZ	0
73443940771500	6257	2023	8.166853	4	Chroid plexus	4
57982058508000	9061	2648	8.376559	1	VZ+IZ	1
73443940769900	1900	715	7.473684	8	Epithelia	8
70437463670400	1163	564	5.846948	3	iEGL	3
58841051965900	9140	2566	5.83151	4	Chroid plexus	4
58841051966500	15389	3600	7.12197	2	oEGL	2
70866960397300	7762	2503	5.256377	0	VZ+IZ	0
70866960396900	7239	2387	6.837961	6	Vessels	6
70866960396300	8191	2535	6.69027	5	VZ+IZ	5
70866960396200	7661	2380	7.844929	5	VZ+IZ	5
70866960395800	8364	2570	7.018173	6	Vessels	6
58841051967200	9000	2542	9.344444	1	VZ+IZ	1
58841051967300	8774	2610	9.220424	1	VZ+IZ	1
70866960392500	7052	2073	5.643789	4	Chroid plexus	4
58841051965800	7811	2315	7.335808	4	Chroid plexus	4
70437463669000	6963	2375	7.453684	0	VZ+IZ	0
58841051968200	8895	2668	7.948286	5	VZ+IZ	5
70437463665600	8331	2588	7.982235	1	VZ+IZ	1
70437463665400	9413	2787	7.500266	1	VZ+IZ	1
70437463664400	11231	2966	7.746416	2	oEGL	2
58841051970300	8321	2577	7.475063	0	VZ+IZ	0
59270548694700	5805	1973	5.650301	4	Chroid plexus	4
70007966939100	7789	2459	6.765952	0	VZ+IZ	0
72584947315300	7733	2642	6.194233	1	VZ+IZ	1
72584947314900	8203	2692	6.08314	0	VZ+IZ	0
58411555236600	8134	2192	6.405213	9	oEGL	9
58411555237600	9070	2529	9.250276	6	Vessels	6
72584947312200	8753	2494	6.420656	4	Chroid plexus	4
72584947312100	2003	737	3.994009	8	Epithelia	8
58411555238000	7804	2297	11.109687	1	VZ+IZ	1
58411555239000	8792	2620	7.7798	1	VZ+IZ	1
72155450585800	7797	2527	6.977042	1	VZ+IZ	1
72155450584200	9329	2899	7.074713	0	VZ+IZ	0
72155450583000	8558	2334	10.002337	3	iEGL	3
71725953857700	7028	2360	8.693796	1	VZ+IZ	1
71725953854600	9937	3001	6.309751	0	VZ+IZ	0
71725953854500	8762	2780	7.064597	0	VZ+IZ	0
71725953854400	9429	2852	5.737618	0	VZ+IZ	0
71725953853200	22909	4352	6.015103	2	oEGL	2
58411555240800	7389	2323	8.539721	0	VZ+IZ	0
71296457128500	8740	2673	6.704805	6	Vessels	6
71296457128100	7225	2307	9.273356	0	VZ+IZ	0
58841051965400	7576	2392	5.900211	4	Chroid plexus	4
71296457125200	9139	2759	7.714192	0	VZ+IZ	0
77309411340100	12272	3093	4.155802	4	Chroid plexus	4
53687091212800	12232	3319	5.00327	2	oEGL	2
77738908069800	8372	2501	6.485905	4	Chroid plexus	4
53687091213500	13879	3366	7.349233	2	oEGL	2
53687091213900	8425	2300	10.575668	3	iEGL	3
53687091214700	7024	1966	9.211276	3	iEGL	3
77738908069200	10726	2981	5.93884	4	Chroid plexus	4
77309411341300	6769	2196	7.667307	10	Chroid plexus	10
77309411341200	7712	2565	5.446058	4	Chroid plexus	4
77309411340900	7033	2241	6.839187	4	Chroid plexus	4
53687091214900	6265	1822	11.763767	3	iEGL	3
53687091215300	12777	3211	6.863896	2	oEGL	2
54116587941600	7440	2122	6.41129	4	Chroid plexus	4
77738908070200	6793	2144	7.080818	4	Chroid plexus	4
77309411340000	10377	2973	5.801291	9	oEGL	9
77309411339700	14310	3653	5.12928	9	oEGL	9
54116587942200	13026	3307	7.270075	2	oEGL	2
54116587944100	7823	2145	10.239039	3	iEGL	3
54116587945000	17891	3919	6.148343	2	oEGL	2
54546084671100	8114	2391	6.186838	4	Chroid plexus	4
54546084671500	8511	2583	4.570556	2	oEGL	2
76879914611300	7249	2209	5.973238	9	oEGL	9
76879914611200	7094	2271	6.06146	9	oEGL	9
52398601025500	6624	1899	11.020531	3	iEGL	3
79456894987600	5622	2036	7.826396	10	Chroid plexus	10
51110110836700	16997	3726	6.542331	2	oEGL	2
79027398258000	6912	2405	6.495949	10	Chroid plexus	10
51969104295300	10367	2900	7.012636	2	oEGL	2
51969104296700	5881	1740	6.240435	3	iEGL	3
78168404800400	1179	590	6.700594	10	Chroid plexus	10
52398601025100	15416	3389	7.466269	2	oEGL	2
52398601025400	7227	2057	10.142521	3	iEGL	3
78168404799400	7148	2237	4.938444	10	Chroid plexus	10
76879914611100	6912	2162	6.61169	9	oEGL	9
78168404798900	8833	2709	5.920978	10	Chroid plexus	10
53257594483300	11306	2886	7.394304	2	oEGL	2
78168404798500	4578	1696	5.744867	10	Chroid plexus	10
77738908070900	5696	1921	6.495787	10	Chroid plexus	10
53257594483800	9677	2688	7.305983	2	oEGL	2
77738908070700	7484	2504	6.747728	10	Chroid plexus	10
53257594485300	6543	1970	9.796729	3	iEGL	3
53687091212600	14932	3596	6.288508	2	oEGL	2
77738908070400	7564	2521	7.1523	4	Chroid plexus	4
77738908070300	7457	2378	6.316213	4	Chroid plexus	4
69578470207600	8614	2545	6.779661	1	VZ+IZ	1
76020921147200	5360	1691	6.902985	4	Chroid plexus	4
75591424423200	11135	2908	6.87921	9	oEGL	9
75591424422600	12357	3213	8.044024	2	oEGL	2
75591424419900	8963	2783	7.921455	4	Chroid plexus	4
56264071589300	12089	3012	5.92274	2	oEGL	2
75591424417400	7981	2019	5.838867	4	Chroid plexus	4
56264071589600	12327	3059	7.925692	2	oEGL	2
56264071590100	8955	2482	9.87158	3	iEGL	3
75161927693800	12131	3305	8.21037	9	oEGL	9
56264071592200	7644	2242	10.897436	1	VZ+IZ	1
75161927693300	9592	2718	8.215179	3	iEGL	3
76020921149500	1342	571	6.259314	8	Epithelia	8
75161927692500	9101	2614	7.350841	6	Vessels	6
56693568318400	10853	2960	5.086151	4	Chroid plexus	4
75161927690600	15250	3518	7.704918	2	oEGL	2
75161927690100	3460	1275	7.572254	4	Chroid plexus	4
75161927688100	5527	1533	7.237199	8	Epithelia	8
56693568319500	9846	2765	6.743855	1	VZ+IZ	1
56693568321400	7869	2262	9.365866	1	VZ+IZ	1
57123065048800	9169	2435	10.077435	3	iEGL	3
74732430962700	8783	2686	7.799157	0	VZ+IZ	0
74732430960800	20324	4249	5.156465	2	oEGL	2
57123065049700	7629	2206	12.596671	1	VZ+IZ	1
76450417880400	17423	3914	5.802675	2	oEGL	2
54546084672400	13445	3215	8.783935	2	oEGL	2
76879914610600	12746	3322	6.794288	2	oEGL	2
76879914610100	13091	3539	6.745092	2	oEGL	2
54975581400600	6708	2161	6.454979	4	Chroid plexus	4
54975581401300	13741	3442	8.973146	2	oEGL	2
54975581403400	6954	2078	10.181191	3	iEGL	3
76450417882400	6268	1982	6.190172	10	Chroid plexus	10
76450417882200	6603	2145	6.633348	4	Chroid plexus	4
55405078129900	3805	1246	5.387648	3	iEGL	3
55405078130600	12934	3311	7.414566	2	oEGL	2
55405078131100	9394	2575	8.143496	3	iEGL	3
55405078133200	7666	2088	9.235586	3	iEGL	3
57123065050700	8480	2570	9.080189	0	VZ+IZ	0
55405078134200	2420	880	5.330579	3	iEGL	3
55834574859700	14860	3399	5.403769	2	oEGL	2
76450417879500	6943	2278	7.086274	4	Chroid plexus	4
55834574860700	8557	2390	10.08531	3	iEGL	3
55834574860900	9505	2599	6.75434	1	VZ+IZ	1
76020921152300	8348	2595	6.360805	9	oEGL	9
76020921151100	10494	2850	10.043835	2	oEGL	2
76020921149800	13787	3502	6.694712	9	oEGL	9
76020921149700	8930	2639	6.898096	4	Chroid plexus	4
76020921149600	5885	2060	7.425658	4	Chroid plexus	4
65283502908200	3681	1294	5.623472	4	Chroid plexus	4
61418032346200	8360	2567	7.236842	0	VZ+IZ	0
61418032347800	8161	2514	7.707389	6	Vessels	6
65283502912400	6853	2261	6.376769	1	VZ+IZ	1
65283502912300	7486	2290	8.095111	1	VZ+IZ	1
65283502911400	8509	2490	6.722294	0	VZ+IZ	0
61847529071800	2124	937	5.320151	8	Epithelia	8
65283502910400	8365	2485	9.80275	0	VZ+IZ	0
65283502909900	9273	2698	7.883101	5	VZ+IZ	5
65283502909500	10069	2624	8.799285	3	iEGL	3
65283502909200	15244	3555	5.831803	9	oEGL	9
65283502909100	8498	2435	6.778065	4	Chroid plexus	4
65283502908400	5116	1812	6.704457	4	Chroid plexus	4
65712999637800	6691	2109	5.006725	4	Chroid plexus	4
64854006186100	10302	3070	4.979616	7	RL	7
61847529072700	13849	3415	5.040075	9	oEGL	9
61847529073000	9439	2454	9.598474	3	iEGL	3
64854006181300	8020	2451	8.179551	0	VZ+IZ	0
64854006180200	8201	2439	9.767102	5	VZ+IZ	5
61847529073800	8427	2470	8.484633	5	VZ+IZ	5
64854006179200	1219	578	5.742412	8	Epithelia	8
61847529074900	8187	2489	7.805057	6	Vessels	6
64424509456500	12443	3476	4.797878	7	RL	7
64424509456400	15889	3767	4.374095	7	RL	7
64424509455800	7804	2414	9.315736	6	Vessels	6
66571993098900	9231	2806	7.171487	0	VZ+IZ	0
66571993098400	10051	2693	8.31758	5	VZ+IZ	5
66571993098100	11247	2921	7.032987	3	iEGL	3
66571993098000	16114	3639	6.280253	2	oEGL	2
66571993097900	13371	3386	5.30252	9	oEGL	9
60988535614800	8583	2492	7.759525	5	VZ+IZ	5
60988535615700	8829	2655	6.455997	6	Vessels	6
66142496374500	10917	3017	6.100577	7	RL	7
60988535616700	8536	2561	6.60731	1	VZ+IZ	1
66142496373300	8002	2565	6.735816	0	VZ+IZ	0
60988535617000	7157	2250	7.656839	1	VZ+IZ	1
60988535618500	8293	2645	7.572652	0	VZ+IZ	0
61418032342300	5077	1710	5.554461	4	Chroid plexus	4
66142496367600	3836	1434	5.76121	4	Chroid plexus	4
61418032343400	11826	2931	9.191612	2	oEGL	2
65712999644100	8804	2822	6.042708	0	VZ+IZ	0
61418032344300	9091	2684	6.511935	1	VZ+IZ	1
65712999640700	8723	2580	6.912759	1	VZ+IZ	1
61418032344600	8887	2662	8.776865	0	VZ+IZ	0
61418032345200	9613	2853	6.355976	0	VZ+IZ	0
65712999637900	7130	2176	6.227209	4	Chroid plexus	4
62706522534300	7778	2405	7.611211	5	VZ+IZ	5
63565515996000	8736	2798	5.91804	0	VZ+IZ	0
63565515995800	8276	2654	7.926535	0	VZ+IZ	0
63565515995700	8061	2423	8.038705	0	VZ+IZ	0
63565515994800	7423	2397	6.735821	0	VZ+IZ	0
63565515992700	8241	2512	7.365611	1	VZ+IZ	1
63565515992300	8682	2663	6.645934	0	VZ+IZ	0
62706522531600	7543	2269	6.522604	4	Chroid plexus	4
63565515990300	4620	1540	7.077922	4	Chroid plexus	4
63565515990000	4954	1796	6.984255	4	Chroid plexus	4
63136019267500	13226	3484	5.784062	7	RL	7
63995012719300	1397	689	4.652827	8	Epithelia	8
63136019266800	7503	2349	10.089298	1	VZ+IZ	1
62706522535500	7813	2395	7.359529	0	VZ+IZ	0
63136019265600	6843	2229	8.066637	1	VZ+IZ	1
63136019263600	8771	2603	7.718618	1	VZ+IZ	1
63136019262900	8204	2492	7.776694	0	VZ+IZ	0
63136019261500	14901	3431	8.073284	2	oEGL	2
62706522537300	6733	2130	9.371751	5	VZ+IZ	5
62706522537700	9954	2892	6.982118	7	RL	7
62706522538000	16433	3744	4.1441	7	RL	7
64424509449100	7966	2472	7.067537	4	Chroid plexus	4
64424509455200	8392	2776	5.898475	0	VZ+IZ	0
61847529076000	8073	2419	8.62133	1	VZ+IZ	1
64424509453100	7680	2295	9.114583	0	VZ+IZ	0
64424509452800	7955	2423	6.172219	1	VZ+IZ	1
64424509451800	8899	2647	5.708507	0	VZ+IZ	0
64424509450200	17614	3648	6.069036	2	oEGL	2
64424509450000	10824	2836	5.22912	4	Chroid plexus	4
61847529078700	10716	3014	5.655095	7	RL	7
64424509449700	3426	1251	7.589025	4	Chroid plexus	4
62277025801300	1635	789	7.278287	8	Epithelia	8
64424509449200	6964	2109	6.777714	4	Chroid plexus	4
63995012723600	7499	2356	6.907588	0	VZ+IZ	0
63995012723100	7663	2301	7.829832	1	VZ+IZ	1
63995012722700	8195	2464	6.943258	1	VZ+IZ	1
62277025802400	14975	3339	8.113523	2	oEGL	2
62277025802600	9026	2537	8.29825	3	iEGL	3
63995012720200	5745	1887	6.94517	4	Chroid plexus	4
63995012720100	3722	1377	7.361634	4	Chroid plexus	4
63995012719900	3662	1278	6.772256	4	Chroid plexus	4
62277025807600	7222	2377	9.63722	1	VZ+IZ	1
63995012719600	5130	1746	6.861598	4	Chroid plexus	4
68719476746700	9803	2854	7.059064	6	Vessels	6
69148973474200	4672	1514	6.271404	4	Chroid plexus	4
59700045425100	8685	2509	6.528497	9	oEGL	9
68719476751800	10170	2890	6.283186	7	RL	7
68719476750900	8502	2786	6.516114	0	VZ+IZ	0
68719476750500	6940	2312	8.573487	0	VZ+IZ	0
68719476749500	7426	2284	8.18745	1	VZ+IZ	1
68719476749100	8471	2521	7.602408	1	VZ+IZ	1
68719476748500	7825	2426	6.543131	0	VZ+IZ	0
68719476748300	8191	2590	5.652545	0	VZ+IZ	0
68719476746800	9859	2835	7.221828	6	Vessels	6
69148973474300	7933	2240	6.907853	4	Chroid plexus	4
59700045427100	8305	2558	6.827213	1	VZ+IZ	1
59700045428100	8360	2543	8.552632	0	VZ+IZ	0
59700045429500	7039	2284	9.063787	0	VZ+IZ	0
59700045430500	4270	1574	7.751756	3	iEGL	3
59700045430700	11484	3098	5.45977	7	RL	7
60129542153700	5499	2005	4.709947	4	Chroid plexus	4
60129542153800	7237	2313	6.066049	4	Chroid plexus	4
60129542154400	5819	1936	5.275821	9	oEGL	9
68289980020300	7497	2402	7.576364	1	VZ+IZ	1
60129542154600	9887	2558	5.674118	9	oEGL	9
60129542154700	15132	3670	5.623844	2	oEGL	2
63136019260200	2066	849	5.227493	8	Epithelia	8
59270548696800	7691	2343	10.167729	1	VZ+IZ	1
70007966934800	18064	3798	6.094996	2	oEGL	2
70007966934600	10409	2873	6.782592	4	Chroid plexus	4
59270548696900	8634	2435	10.864026	1	VZ+IZ	1
70007966933400	7859	2260	6.463927	4	Chroid plexus	4
69578470211300	4230	1627	4.822695	7	RL	7
69578470211100	14445	3362	6.057459	7	RL	7
69578470210400	7369	2298	10.218483	5	VZ+IZ	5
69578470210000	8051	2608	8.81878	1	VZ+IZ	1
69578470209400	7155	2412	6.960168	0	VZ+IZ	0
59270548698400	8806	2698	7.24506	5	VZ+IZ	5
69578470208800	6972	2351	7.358003	5	VZ+IZ	5
68289980017500	8802	2728	7.339241	0	VZ+IZ	0
69578470206800	8699	2681	6.736406	0	VZ+IZ	0
59270548698900	9620	2906	6.798337	0	VZ+IZ	0
59270548700400	6690	2071	11.315396	5	VZ+IZ	5
69148973481400	10553	2929	5.562399	7	RL	7
59700045424600	7632	2445	5.909329	4	Chroid plexus	4
69148973478900	7442	2380	7.659231	0	VZ+IZ	0
69148973478000	7557	2260	7.780865	1	VZ+IZ	1
69148973476000	8248	2439	10.13579	1	VZ+IZ	1
69148973475300	5878	1911	6.226608	4	Chroid plexus	4
59700045425000	5608	1735	6.383738	9	oEGL	9
67001489829300	8591	2610	6.390409	0	VZ+IZ	0
67430986556200	4518	1553	6.617973	4	Chroid plexus	4
60559038887300	8638	2614	8.103728	0	VZ+IZ	0
60559038887500	8277	2542	7.696025	1	VZ+IZ	1
67001489834000	2111	908	6.537186	7	RL	7
60559038888800	8353	2694	7.602059	0	VZ+IZ	0
67001489832200	7315	2357	7.08134	1	VZ+IZ	1
67001489830600	7825	2428	6.939297	1	VZ+IZ	1
60559038889500	12438	3028	7.533365	2	oEGL	2
60559038889900	8927	2776	6.13868	7	RL	7
67001489829500	9237	2686	7.220959	0	VZ+IZ	0
67430986556800	1615	612	5.263158	8	Epithelia	8
60988535612800	7881	2345	5.506915	4	Chroid plexus	4
60988535612900	5733	1939	8.163265	4	Chroid plexus	4
67001489827400	9138	2586	5.61392	4	Chroid plexus	4
60988535613500	7684	2270	5.856325	4	Chroid plexus	4
60988535614100	9269	2501	8.986946	3	iEGL	3
66571993101600	7610	2332	7.595269	0	VZ+IZ	0
66571993101000	8159	2408	7.917637	1	VZ+IZ	1
60988535614700	8899	2659	8.618946	1	VZ+IZ	1
66571993100400	7987	2419	8.163265	5	VZ+IZ	5
66571993100300	8133	2469	6.418296	1	VZ+IZ	1
60559038885000	9329	2680	8.307428	0	VZ+IZ	0
68289980017100	10649	3038	6.9584	6	Vessels	6
60129542155500	8827	2648	7.839583	5	VZ+IZ	5
60129542156500	9159	2568	8.974779	0	VZ+IZ	0
60129542156900	8537	2550	7.051657	1	VZ+IZ	1
67860483291800	7919	2620	6.768531	0	VZ+IZ	0
60129542158700	8493	2670	6.475921	0	VZ+IZ	0
60129542159700	6368	2053	9.280779	1	VZ+IZ	1
67860483288400	8653	2712	6.922455	1	VZ+IZ	1
67860483287300	8000	2339	10.225	1	VZ+IZ	1
67860483286600	10072	2629	5.222399	4	Chroid plexus	4
67860483286500	5973	1874	6.730286	4	Chroid plexus	4
67860483285600	6927	2174	6.351956	4	Chroid plexus	4
70007966938700	7234	2409	5.875035	0	VZ+IZ	0
60559038885400	8649	2633	8.706209	1	VZ+IZ	1
60559038885500	9666	2903	7.034968	0	VZ+IZ	0
67430986561700	7248	2399	7.091611	1	VZ+IZ	1
67430986561500	7246	2323	7.369583	0	VZ+IZ	0
67430986561400	6826	2207	7.603282	5	VZ+IZ	5
60559038885600	9634	2895	6.902636	0	VZ+IZ	0
67430986560500	7666	2345	7.200626	1	VZ+IZ	1
67430986560100	8557	2593	6.883253	1	VZ+IZ	1
67430986559900	7748	2372	6.698503	5	VZ+IZ	5
67430986559000	8081	2445	7.103081	1	VZ+IZ	1
60559038887100	8978	2725	7.10626	0	VZ+IZ	0
53687091213200	11340	2987	6.049383	2	oEGL	2
72155450587000	6612	2257	8.136721	0	VZ+IZ	0
66142496374200	11627	3016	8.936097	2	oEGL	2
74732430962900	8603	2744	6.811577	6	Vessels	6
68289980020900	7499	2400	7.414322	0	VZ+IZ	0
65283502909000	7958	2510	6.119628	4	Chroid plexus	4
57123065052300	5145	1581	13.022352	3	iEGL	3
73873437503300	9519	2796	7.878979	0	VZ+IZ	0
71725953855400	8751	2688	6.502114	1	VZ+IZ	1
73014444042100	23658	4395	5.275171	2	oEGL	2
60988535615800	8419	2513	7.601853	6	Vessels	6
73873437504000	8192	2587	7.446289	5	VZ+IZ	5
68719476751600	11757	2919	7.689036	2	oEGL	2
68289980018800	8723	2651	6.545913	5	VZ+IZ	5
57982058506300	6910	2205	6.02026	4	Chroid plexus	4
59700045427400	8593	2563	7.122076	0	VZ+IZ	0
77309411341400	7808	2302	4.354508	10	Chroid plexus	10
63565515992500	7943	2499	6.445927	1	VZ+IZ	1
77309411340400	7332	2207	6.546645	4	Chroid plexus	4
63995012721100	8173	2554	7.634895	0	VZ+IZ	0
63136019260900	5347	1880	6.695343	4	Chroid plexus	4
64424509453400	7858	2313	7.571901	6	Vessels	6
51969104295700	9329	2544	8.907707	3	iEGL	3
70007966933500	5946	1878	6.9963	4	Chroid plexus	4
69148973480100	7404	2498	5.95624	0	VZ+IZ	0
62706522531900	17695	4023	6.482057	2	oEGL	2
63565515990400	4749	1520	5.348494	4	Chroid plexus	4
70437463662900	6480	1779	5.66358	4	Chroid plexus	4
64854006180400	9237	2794	7.469958	0	VZ+IZ	0
76879914610300	14748	3803	6.726336	2	oEGL	2
56264071590300	9227	2698	8.778585	1	VZ+IZ	1
75591424423000	9712	2787	8.329901	2	oEGL	2
57123065048000	10118	2714	5.337023	4	Chroid plexus	4
76020921152900	7317	2371	7.967746	4	Chroid plexus	4
76450417876700	4766	1539	5.47629	4	Chroid plexus	4
73443940771700	22005	4419	6.057714	2	oEGL	2
57982058508700	9279	2658	8.621619	0	VZ+IZ	0
79027398258100	6987	2437	6.869901	10	Chroid plexus	10
78597901528700	6513	2290	6.939966	10	Chroid plexus	10
58411555235800	5967	1915	5.429864	4	Chroid plexus	4
52828097754400	13084	3212	8.231428	2	oEGL	2
63565515990600	7107	2219	6.500633	4	Chroid plexus	4
79456894987700	4331	1674	7.226968	10	Chroid plexus	10
66142496367500	4858	1698	6.525319	4	Chroid plexus	4
75591424422900	11606	2998	7.702912	9	oEGL	9
78597901528400	8439	2631	5.56938	10	Chroid plexus	10
75591424423500	6331	2165	8.276734	4	Chroid plexus	4
76450417881800	5673	1908	6.645514	9	oEGL	9
63995012722200	7811	2376	7.668672	1	VZ+IZ	1
74732430961000	11449	3026	5.799633	3	iEGL	3
77309411339300	8591	2748	5.948085	4	Chroid plexus	4
73443940775000	7500	2412	9.266667	1	VZ+IZ	1
71725953855100	8680	2669	6.682028	6	Vessels	6
70866960399200	11526	2973	7.669617	2	oEGL	2
70866960394200	10142	2868	7.099191	6	Vessels	6
72584947314400	9444	2905	6.459127	0	VZ+IZ	0
70007966936100	8604	2555	7.426778	5	VZ+IZ	5
73443940770100	3746	1298	11.31874	4	Chroid plexus	4
75161927694100	3265	1265	7.19755	4	Chroid plexus	4
67860483286700	18429	3837	5.627001	9	oEGL	9
67430986560000	7876	2373	6.361097	1	VZ+IZ	1
72155450583300	8560	2541	10.981308	1	VZ+IZ	1
67001489830100	7195	2208	8.547603	1	VZ+IZ	1
54116587942100	14348	3440	7.053248	2	oEGL	2
54546084673900	6863	1968	11.088445	3	iEGL	3
54975581402000	12249	2869	8.449669	2	oEGL	2
57982058506800	8407	2359	5.269418	4	Chroid plexus	4
57982058506900	10027	2609	6.253117	4	Chroid plexus	4
55834574860200	14520	3335	9.11157	2	oEGL	2
58841051965300	7069	2256	4.456076	4	Chroid plexus	4
62277025803200	9741	2782	6.991069	6	Vessels	6
54116587941700	5829	1707	6.107394	4	Chroid plexus	4
55834574863700	17291	3722	4.944769	2	oEGL	2
62706522537500	11432	2877	9.175997	2	oEGL	2
62277025804300	8411	2561	7.133516	1	VZ+IZ	1
62277025807100	8256	2612	6.165213	0	VZ+IZ	0
63136019260500	7070	2367	7.736917	4	Chroid plexus	4
60988535615500	8558	2619	8.822155	0	VZ+IZ	0
59270548695100	6274	2045	5.482945	4	Chroid plexus	4
60988535613200	7053	2152	6.40862	4	Chroid plexus	4
74732430958800	5726	1923	8.103388	4	Chroid plexus	4
73443940774100	8944	2702	7.89356	0	VZ+IZ	0
71296457126300	8355	2570	6.8462	6	Vessels	6
57552561776800	4295	1426	6.216531	4	Chroid plexus	4
73873437501700	8122	2281	11.598129	3	iEGL	3
57123065051700	6801	2113	9.307455	3	iEGL	3
74732430958700	7604	2056	5.68122	4	Chroid plexus	4
73873437503400	8920	2791	6.804933	0	VZ+IZ	0
74302934235000	10933	3023	6.54898	2	oEGL	2
74302934233200	8346	2577	7.464654	0	VZ+IZ	0
56693568321900	7363	2193	11.123183	3	iEGL	3
56693568322000	7400	2190	9.540541	3	iEGL	3
74302934232300	8795	2674	7.617965	1	VZ+IZ	1
51110110836100	10514	2683	9.02606	2	oEGL	2
71296457127300	7321	2404	8.113646	0	VZ+IZ	0
71296457128200	7807	2468	8.594851	6	Vessels	6
59270548694500	2761	1073	5.903658	8	Epithelia	8
71725953855600	8632	2690	5.780816	0	VZ+IZ	0
72155450582500	5774	1799	5.005196	4	Chroid plexus	4
58841051969200	8792	2694	8.43949	0	VZ+IZ	0
72155450583600	9838	2794	8.030087	1	VZ+IZ	1
72155450583900	10021	2898	7.264744	5	VZ+IZ	5
73443940773900	7838	2544	8.203623	1	VZ+IZ	1
72584947313200	12057	3357	6.718089	0	VZ+IZ	0
72584947315700	8020	2642	6.159601	5	VZ+IZ	5
58411555241000	6083	1920	11.655433	3	iEGL	3
73014444046300	7665	2436	7.188519	1	VZ+IZ	1
57552561779500	8676	2486	9.88935	1	VZ+IZ	1
77309411341100	7324	2406	7.113599	4	Chroid plexus	4
76879914609300	3890	1440	5.115681	4	Chroid plexus	4
76879914609600	7709	2415	6.09677	4	Chroid plexus	4
76879914609700	8700	2593	5.977011	9	oEGL	9
54116587945100	16696	3844	5.486344	2	oEGL	2
76879914612100	4982	1755	5.519872	10	Chroid plexus	10
54116587942900	14162	3469	7.837876	2	oEGL	2
76450417882300	7189	2245	7.066351	4	Chroid plexus	4
52398601024800	9642	2623	9.074881	2	oEGL	2
79027398257900	6032	2230	7.509947	10	Chroid plexus	10
51969104296500	18668	4075	6.438826	2	oEGL	2
51539607565400	10130	2872	4.797631	2	oEGL	2
79886391716700	1439	616	6.94927	8	Epithelia	8
75591424423600	3082	1177	7.040883	4	Chroid plexus	4
56264071591400	8959	2649	7.110169	1	VZ+IZ	1
55834574861600	8821	2511	9.216642	1	VZ+IZ	1
55405078132700	8388	2300	11.027659	3	iEGL	3
76020921150400	19094	4131	5.671939	2	oEGL	2
55405078132600	7553	2205	10.300543	3	iEGL	3
54975581400700	5327	1673	7.321194	4	Chroid plexus	4
76020921153000	4048	1430	8.028656	4	Chroid plexus	4
76450417881100	12374	3209	10.17456	2	oEGL	2
54546084671300	4298	1364	6.212192	3	iEGL	3
65712999644900	10828	3036	6.42778	7	RL	7
61418032348900	7256	2182	8.365491	2	oEGL	2
64854006182100	8110	2505	6.596794	1	VZ+IZ	1
61418032348600	6810	2119	9.515419	3	iEGL	3
65712999639600	9334	2552	9.320763	1	VZ+IZ	1
65712999642600	7439	2326	7.366582	0	VZ+IZ	0
66571993099600	8060	2521	6.960298	0	VZ+IZ	0
66571993103900	7290	2206	8.29904	2	oEGL	2
61418032343100	10449	2978	4.823428	9	oEGL	9
67001489828700	9295	2724	6.61646	1	VZ+IZ	1
62277025804000	8485	2557	7.990572	1	VZ+IZ	1
62706522535600	7524	2392	7.522594	1	VZ+IZ	1
63136019261700	9446	2620	7.982215	3	iEGL	3
63136019265900	7632	2448	7.075472	1	VZ+IZ	1
63136019266700	7362	2475	7.851127	5	VZ+IZ	5
62706522531000	5633	1894	7.953133	4	Chroid plexus	4
63565515991300	9280	2630	7.327586	3	iEGL	3
63565515995500	7299	2303	8.686121	0	VZ+IZ	0
60988535616900	8282	2467	7.413668	1	VZ+IZ	1
63995012719700	4144	1481	8.32529	4	Chroid plexus	4
63995012722600	7768	2373	7.440783	0	VZ+IZ	0
63995012726400	12767	3223	6.360147	2	oEGL	2
61847529076800	7529	2429	6.826936	1	VZ+IZ	1
64424509450100	16290	3720	3.793738	9	oEGL	9
64424509453000	8130	2453	7.355474	0	VZ+IZ	0
59700045426500	8895	2605	8.330523	0	VZ+IZ	0
69148973475500	13007	3175	5.051126	2	oEGL	2
69148973478800	7451	2400	6.240773	1	VZ+IZ	1
59700045425300	15186	3542	6.993283	2	oEGL	2
69148973480700	6649	2227	9.851105	1	VZ+IZ	1
69578470207100	8448	2576	6.912879	5	VZ+IZ	5
69578470207400	8982	2632	6.056558	0	VZ+IZ	0
69578470208700	7449	2426	6.376695	1	VZ+IZ	1
70007966938800	6973	2329	7.873225	0	VZ+IZ	0
59270548697100	8940	2660	8.512304	5	VZ+IZ	5
70437463663000	9419	2550	5.37212	4	Chroid plexus	4
70437463669700	12445	3168	6.725593	2	oEGL	2
59270548695600	7556	2105	7.742192	9	oEGL	9
67860483289600	7745	2327	7.837314	0	VZ+IZ	0
67430986558400	9074	2662	8.474763	1	VZ+IZ	1
67430986562600	7291	2354	9.5323	1	VZ+IZ	1
60559038884700	8271	2367	8.644662	3	iEGL	3
67860483288600	8605	2588	6.833236	5	VZ+IZ	5
71296457125700	8295	2570	7.365883	1	VZ+IZ	1
67860483292700	7750	2434	7.445161	7	RL	7
60129542155600	8777	2533	8.100718	5	VZ+IZ	5
62706522532000	12338	2954	9.563949	2	oEGL	2
54546084674300	7243	2059	10.630954	3	iEGL	3
70866960397700	7567	2418	6.250826	1	VZ+IZ	1
53257594483100	9052	2372	5.413168	2	oEGL	2
